Date,Close,SMA_50
2021-04-01,400.61,387.9354
2021-04-05,406.36,388.3778
2021-04-06,406.12,388.8426
2021-04-07,406.59,389.2866
2021-04-08,408.52,389.7812
2021-04-09,411.49,390.52279999999996
2021-04-12,411.64,391.203
2021-04-13,412.86,392.05879999999996
2021-04-14,411.45,392.7632
2021-04-15,415.87,393.4496
2021-04-16,417.26,394.1578
2021-04-19,415.21,394.7382
2021-04-20,412.17,395.2274
2021-04-21,416.07,395.7385999999999
2021-04-22,412.27,396.1789999999999
2021-04-23,416.74,396.7122
2021-04-26,417.61,397.25020000000006
2021-04-27,417.52,397.74780000000004
2021-04-28,417.4,398.24979999999994
2021-04-29,420.06,398.8032
2021-04-30,417.3,399.3348
2021-05-03,418.2,399.8982
2021-05-04,415.62,400.47
2021-05-05,415.75,401.035
2021-05-06,419.07,401.58099999999996
2021-05-07,422.12,402.37679999999995
2021-05-10,417.94,403.12840000000006
2021-05-11,414.21,403.621
2021-05-12,405.41,403.99839999999995
2021-05-13,410.28,404.57559999999995
2021-05-14,416.58,405.3732
2021-05-17,415.52,406.01099999999997
2021-05-18,411.94,406.6154
2021-05-19,410.86,407.0892
2021-05-20,415.28,407.6032
2021-05-21,414.94,408.0314
2021-05-24,419.17,408.5336
2021-05-25,418.24,408.97020000000003
2021-05-26,419.07,409.43340000000006
2021-05-27,419.29,409.874
2021-05-28,420.04,410.44519999999994
2021-06-01,419.67,411.04900000000004
2021-06-02,420.33,411.6038
2021-06-03,418.77,412.18919999999997
2021-06-04,422.6,412.8908
2021-06-07,422.19,413.5406
2021-06-08,422.28,414.06659999999994
2021-06-09,421.65,414.584
2021-06-10,423.61,415.1616
2021-06-11,424.31,415.72119999999995
2021-06-14,425.26,416.2142
2021-06-15,424.48,416.57660000000004
2021-06-16,422.11,416.89639999999997
2021-06-17,421.97,417.20399999999995
2021-06-18,414.92,417.332
2021-06-21,420.86,417.5194
2021-06-22,423.11,417.7488000000001
2021-06-23,422.6,417.9436
2021-06-24,425.1,418.21659999999997
2021-06-25,426.61,418.4314
2021-06-28,427.47,418.63559999999995
2021-06-29,427.7,418.8854
2021-06-30,428.06,419.2032
2021-07-01,430.43,419.4904
2021-07-02,433.72,419.9194
2021-07-06,432.93,420.2432
2021-07-07,434.46,420.5802
2021-07-08,430.92,420.8482
2021-07-09,435.52,421.21060000000006
2021-07-12,437.08,421.551
2021-07-13,435.59,421.9168
2021-07-14,436.24,422.2776
2021-07-15,434.75,422.66020000000003
2021-07-16,431.34,422.97200000000004
2021-07-19,424.97,423.09
2021-07-20,431.06,423.26880000000006
2021-07-21,434.55,423.601
2021-07-22,435.46,424.026
2021-07-23,439.94,424.7166
2021-07-26,441.02,425.3314000000001
2021-07-27,439.01,425.78
2021-07-28,438.83,426.24619999999993
2021-07-29,440.65,426.8204
2021-07-30,438.51,427.37340000000006
2021-08-02,437.59,427.8196
2021-08-03,441.15,428.3438
2021-08-04,438.98,428.74
2021-08-05,441.76,429.2104
2021-08-06,442.49,429.67879999999997
2021-08-09,442.13,430.13559999999995
2021-08-10,442.68,430.58840000000004
2021-08-11,443.78,431.07059999999996
2021-08-12,445.11,431.56620000000004
2021-08-13,445.92,432.1092
2021-08-16,446.97,432.59659999999997
2021-08-17,444.04,433.0336
2021-08-18,439.18,433.37160000000006
2021-08-19,439.86,433.73580000000004
2021-08-20,443.36,434.1308
2021-08-23,447.26,434.5898
2021-08-24,447.97,435.04400000000004
2021-08-25,448.91,435.5326
2021-08-26,446.26,436.01559999999995
2021-08-27,450.25,436.5812
2021-08-30,452.23,437.32739999999995
2021-08-31,451.56,437.9414
2021-09-01,451.8,438.5152
2021-09-02,453.19,439.12699999999995
2021-09-03,453.08,439.68660000000006
2021-09-07,451.46,440.1836
2021-09-08,450.91,440.6524
2021-09-09,448.98,441.078
2021-09-10,445.44,441.42560000000003
2021-09-13,446.58,441.7486
2021-09-14,444.17,441.9576
2021-09-15,447.88,442.25659999999993
2021-09-16,447.17,442.5108
2021-09-17,441.4,442.7204
2021-09-20,434.04,442.69079999999997
2021-09-21,433.63,442.6218
2021-09-22,437.86,442.66720000000004
2021-09-23,443.18,442.806
2021-09-24,443.91,442.9892
2021-09-27,442.64,443.2152
2021-09-28,433.72,443.39020000000005
2021-09-29,434.45,443.458
2021-09-30,429.14,443.3498
2021-10-01,434.24,443.3254
2021-10-04,428.64,443.09939999999995
2021-10-05,433.1,442.941
2021-10-06,434.9,442.8588
2021-10-07,438.66,442.85540000000003
2021-10-08,437.86,442.7996
2021-10-11,434.69,442.7232
2021-10-12,433.62,442.64380000000006
2021-10-13,435.18,442.5244
2021-10-14,442.5,442.5948
2021-10-15,445.87,442.67699999999996
2021-10-18,447.19,442.77099999999996
2021-10-19,450.64,442.94120000000004
2021-10-20,452.41,443.1358
2021-10-21,453.59,443.33200000000005
2021-10-22,453.12,443.4922
2021-10-25,455.55,443.68480000000005
2021-10-26,455.96,443.8646
2021-10-27,453.94,444.06260000000003
2021-10-28,458.32,444.4454
2021-10-29,459.25,444.8332
2021-11-01,460.04,445.1668
2021-11-02,461.9,445.45959999999997
2021-11-03,464.72,445.7946
2021-11-04,466.91,446.1546
2021-11-05,468.53,446.6
2021-11-08,468.93,446.97360000000003
2021-11-09,467.38,447.27660000000003
2021-11-10,463.62,447.51779999999997
2021-11-11,463.77,447.7572
2021-11-12,467.27,448.03880000000004
2021-11-15,467.43,448.3258
2021-11-16,469.28,448.6822
2021-11-17,468.14,449.0268
2021-11-18,469.73,449.4418
2021-11-19,468.89,449.9108
2021-11-22,467.57,450.33060000000006
2021-11-23,468.19,450.811
2021-11-24,469.44,451.2422
2021-11-26,458.97,451.4782
2021-11-29,464.6,451.94219999999996
2021-11-30,455.56,452.37260000000003
2021-12-01,450.5,452.71
2021-12-02,457.4,453.1008
2021-12-03,453.42,453.30559999999997
2021-12-06,458.79,453.6032
2021-12-07,468.28,454.116
2021-12-08,469.52,454.832
2021-12-09,466.35,455.47
2021-12-10,470.74,456.30199999999996
2021-12-13,466.57,456.9486
2021-12-14,463.36,457.64300000000003
2021-12-15,470.6,458.393
2021-12-16,466.45,459.024
2021-12-17,459.87,459.4482
2021-12-20,454.98,459.79060000000004
2021-12-21,463.06,460.35799999999995
2021-12-22,467.69,461.0394
2021-12-23,470.6,461.7478
2021-12-27,477.26,462.443
2021-12-28,476.87,463.06300000000005
2021-12-29,477.48,463.66880000000003
2021-12-30,476.16,464.1792
2021-12-31,474.96,464.63019999999995
2022-01-03,477.71,465.11259999999993
2022-01-04,477.55,465.6012
2022-01-05,468.38,465.8578
2022-01-06,467.94,466.09740000000005
2022-01-07,466.09,466.3404
2022-01-10,465.51,466.4842
2022-01-11,469.75,466.69419999999997
2022-01-12,471.02,466.9138
2022-01-13,464.53,466.9664
2022-01-14,464.72,466.9664
2022-01-18,456.49,466.758
2022-01-19,451.75,466.4224
2022-01-20,446.75,465.9788
2022-01-21,437.98,465.3908
2022-01-24,439.84,464.9152
2022-01-25,434.47,464.32919999999996
2022-01-26,433.38,463.65139999999997
2022-01-27,431.24,462.92760000000004
2022-01-28,441.95,462.381
2022-01-31,449.91,462.0164
2022-02-01,452.95,461.68080000000003
2022-02-02,457.35,461.45
2022-02-03,446.6,461.0306
2022-02-04,448.7,460.6408
2022-02-07,447.26,460.1972
2022-02-08,450.94,460.0366
2022-02-09,457.54,459.8954
2022-02-10,449.32,459.7706
2022-02-11,440.46,459.56980000000004
2022-02-14,439.02,459.2022
2022-02-15,446.1,459.05580000000003
2022-02-16,446.6,458.81199999999995
2022-02-17,437.06,458.18760000000003
2022-02-18,434.23,457.4818
2022-02-22,429.57,456.74619999999993
2022-02-23,421.95,455.7704
2022-02-24,428.3,455.005
2022-02-25,437.75,454.4928
2022-02-28,436.63,453.81340000000006
2022-03-01,429.98,453.084
2022-03-02,437.89,452.6444
2022-03-03,435.71,452.25899999999996
2022-03-04,432.17,451.6412
2022-03-07,419.43,450.676
2022-03-08,416.25,449.589
2022-03-09,427.41,448.59200000000004
2022-03-10,425.48,447.56419999999997
2022-03-11,420.07,446.416
2022-03-14,417.0,445.2328
2022-03-15,426.17,444.25700000000006
2022-03-16,435.62,443.4152
2022-03-17,441.07,442.68559999999997
2022-03-18,444.52,442.20840000000004
2022-03-21,444.39,441.7374
2022-03-22,449.59,441.4074
2022-03-23,443.8,440.9732
2022-03-24,450.49,440.588
2022-03-25,452.69,440.2214
2022-03-28,455.91,440.04900000000004
2022-03-29,461.55,439.9856
2022-03-30,458.7,440.0298
2022-03-31,451.64,440.0276
2022-04-01,452.92,440.15100000000007
2022-04-04,456.8,440.5274
2022-04-05,451.03,440.7511999999999
2022-04-06,446.52,440.9922
2022-04-07,448.77,441.3
2022-04-08,447.57,441.62659999999994
2022-04-11,439.92,441.58600000000007
2022-04-12,438.29,441.35360000000003
2022-04-13,443.31,441.1608
2022-04-14,437.79,440.76959999999997
2022-04-18,437.97,440.597
2022-04-19,445.04,440.5238
2022-04-20,444.71,440.4728
2022-04-21,438.06,440.2152
2022-04-22,426.04,439.58520000000004
2022-04-25,428.51,439.16900000000004
2022-04-26,416.1,438.6818
2022-04-27,417.27,438.2468
2022-04-28,427.81,437.881
2022-04-29,412.0,437.189
2022-05-02,414.48,436.7374
2022-05-03,416.38,436.3804
2022-05-04,429.06,436.37020000000007
2022-05-05,413.81,436.2074
2022-05-06,411.34,435.8682
2022-05-09,398.17,435.07660000000004
2022-05-10,399.09,434.3258
2022-05-11,392.75,433.5812
2022-05-12,392.34,432.6702
2022-05-13,401.72,431.9904
2022-05-16,400.09,431.3488
2022-05-17,408.32,431.12659999999994
2022-05-18,391.86,430.63879999999995
2022-05-19,389.46,429.87979999999993
2022-05-20,389.63,429.1628
2022-05-23,396.92,428.69980000000004
2022-05-24,393.89,428.23760000000004
2022-05-25,397.37,427.66159999999996
2022-05-26,405.31,427.0554
2022-05-27,415.26,426.5392
2022-05-31,412.93,425.9074
2022-06-01,409.59,425.21139999999997
2022-06-02,417.39,424.56739999999996
2022-06-03,410.54,423.9022
2022-06-06,411.79,423.1282
2022-06-07,415.74,422.38919999999996
2022-06-08,411.22,421.4954
2022-06-09,401.44,420.2932
2022-06-10,389.8,418.9152
2022-06-13,375.0,417.3824000000001
2022-06-14,373.87,415.8014
2022-06-15,379.2,414.24940000000004
2022-06-16,366.65,412.5618
2022-06-17,365.86,410.9486
2022-06-21,375.07,409.4746
2022-06-22,374.39,408.01099999999997
2022-06-23,378.06,406.7738
2022-06-24,390.08,405.8096
2022-06-27,388.59,404.7152
2022-06-28,380.65,403.57239999999996
2022-06-29,380.34,402.4198
2022-06-30,377.25,401.064
2022-07-01,381.24,399.7946
2022-07-05,381.96,398.67260000000005
2022-07-06,383.25,397.8168
2022-07-07,388.99,397.02639999999997
2022-07-08,388.67,396.4778
2022-07-11,384.23,395.81699999999995
2022-07-12,380.83,394.87739999999997
2022-07-13,378.83,394.214
2022-07-14,377.91,393.48260000000005
2022-07-15,385.13,392.85760000000005
2022-07-18,381.95,391.9153999999999
2022-07-19,392.27,391.4846
2022-07-20,394.77,391.15319999999997
2022-07-21,398.79,391.1656
2022-07-22,395.09,391.0856
2022-07-25,395.57,391.142
2022-07-26,390.89,391.11299999999994
2022-07-27,401.04,391.0994
2022-07-28,406.07,391.219
2022-07-29,411.99,391.29240000000004
2022-08-01,410.77,391.6706
2022-08-02,408.06,392.0426
2022-08-03,414.45,392.539
2022-08-04,414.17,392.88399999999996
2022-08-05,413.47,393.2756
2022-08-08,412.99,393.588
2022-08-09,411.35,393.7088
2022-08-10,419.99,393.8034
2022-08-11,419.99,393.9446
2022-08-12,427.1,394.2948
2022-08-15,428.86,394.5242
2022-08-16,429.7,394.9074
2022-08-17,426.65,395.20459999999997
2022-08-18,427.89,395.4476
2022-08-19,422.14,395.666
2022-08-22,413.35,395.90420000000006
2022-08-23,412.35,396.35519999999997
2022-08-24,413.67,397.12859999999995
2022-08-25,419.51,398.0414
2022-08-26,405.31,398.5636
2022-08-29,402.63,399.2832
2022-08-30,398.21,399.93019999999996
2022-08-31,395.18,400.3324
2022-09-01,396.42,400.773
2022-09-02,392.24,401.05659999999995
2022-09-06,390.76,401.07020000000006
2022-09-07,397.78,401.254
2022-09-08,400.38,401.6486
2022-09-09,406.6,402.17379999999997
2022-09-12,410.97,402.8482
2022-09-13,393.1,403.0854
2022-09-14,394.6,403.3382
2022-09-15,390.12,403.4756
2022-09-16,385.56,403.40700000000004
2022-09-19,388.55,403.4046
2022-09-20,384.09,403.4018
2022-09-21,377.39,403.333
2022-09-22,374.22,403.24080000000004
2022-09-23,367.95,403.0416
2022-09-26,364.31,402.62519999999995
2022-09-27,363.38,402.25380000000007
2022-09-28,370.53,401.819
2022-09-29,362.79,401.17940000000004
2022-09-30,357.18,400.3472
2022-10-03,366.61,399.7776
2022-10-04,377.97,399.4256
2022-10-05,377.09,399.14959999999996
2022-10-06,373.2,398.5928
2022-10-07,362.79,397.72720000000004
2022-10-10,360.02,396.6878
2022-10-11,357.74,395.6272
2022-10-12,356.56,394.5972
2022-10-13,365.97,393.62760000000003
2022-10-14,357.63,392.4968
2022-10-17,366.82,391.56379999999996
2022-10-18,371.13,390.72659999999996
2022-10-19,368.5,389.8696
2022-10-20,365.41,388.77799999999996
2022-10-21,374.29,387.86400000000003
2022-10-24,378.87,386.89939999999996
2022-10-25,384.92,386.02060000000006
2022-10-26,382.02,385.06700000000006
2022-10-27,379.98,384.1336
2022-10-28,389.02,383.3562
2022-10-31,386.21,382.6376
2022-11-01,384.52,382.061
2022-11-02,374.87,381.3114
2022-11-03,371.01,380.4582
2022-11-04,376.35,379.595
2022-11-07,379.95,379.0878000000001
2022-11-08,382.0,378.6752
2022-11-09,374.13,378.1936
2022-11-10,394.69,378.1838
2022-11-11,398.51,378.2256
2022-11-14,395.12,378.2832
2022-11-15,398.49,378.4378
2022-11-16,395.45,378.3912
2022-11-17,394.24,378.2684
2022-11-18,396.03,378.057
2022-11-21,394.59,377.7294
2022-11-22,399.9,377.8654
2022-11-23,402.42,378.0218
2022-11-25,402.33,378.26599999999996
2022-11-28,395.91,378.47299999999996
2022-11-29,395.23,378.60659999999996
2022-11-30,407.68,379.0784
2022-12-01,407.38,379.6782
2022-12-02,406.91,380.332
2022-12-05,399.59,380.96479999999997
2022-12-06,393.83,381.5552
2022-12-07,393.16,382.1508
2022-12-08,396.24,382.665
2022-12-09,393.28,383.2748
2022-12-12,398.95,384.11019999999996
2022-12-13,401.97,384.81739999999996
2022-12-14,399.4,385.24600000000004
2022-12-15,389.63,385.4968
2022-12-16,383.27,385.6982
2022-12-19,380.02,386.0428
2022-12-20,380.54,386.4532
2022-12-21,386.23,387.023
2022-12-22,380.72,387.50620000000004
2022-12-23,382.91,387.845
2022-12-27,381.4,388.3204
2022-12-28,376.66,388.5172
2022-12-29,383.44,388.76340000000005
2022-12-30,382.43,389.04200000000003
2023-01-03,380.82,389.35020000000003
2023-01-04,383.76,389.5396
2023-01-05,379.38,389.5498
2023-01-06,388.08,389.61299999999994
2023-01-09,387.86,389.72979999999995
2023-01-10,390.58,389.9418
2023-01-11,395.52,390.0718
2023-01-12,396.96,390.2868
2023-01-13,398.5,390.5664
2023-01-17,397.77,391.0244
2023-01-18,391.49,391.434
2023-01-19,388.64,391.67979999999994
2023-01-20,395.88,391.99839999999995
2023-01-23,400.63,392.371
2023-01-24,400.2,392.89240000000007
2023-01-25,400.35,393.00559999999996
2023-01-26,404.75,393.1304
2023-01-27,405.68,393.3416
2023-01-30,400.59,393.3836
2023-01-31,406.48,393.6042
2023-02-01,410.8,393.9354
2023-02-02,416.78,394.35040000000004
2023-02-03,412.35,394.7056
2023-02-06,409.83,394.9042
2023-02-07,415.19,395.1596
2023-02-08,410.65,395.32599999999996
2023-02-09,407.09,395.5496
2023-02-10,408.04,395.80580000000003
2023-02-13,412.83,395.90880000000004
2023-02-14,412.64,396.014
2023-02-15,413.98,396.1554
2023-02-16,408.28,396.32919999999996
2023-02-17,407.26,396.5978
2023-02-21,399.09,396.7164
2023-02-22,398.54,396.76239999999996
2023-02-23,400.66,396.9099999999999
2023-02-24,396.38,396.8586
2023-02-27,397.73,396.7738
2023-02-28,396.26,396.711
2023-03-01,394.74,396.8132
2023-03-02,397.81,397.10400000000004
2023-03-03,404.19,397.5874
2023-03-06,404.47,398.066
2023-03-07,398.27,398.3068
2023-03-08,398.92,398.67079999999993
2023-03-09,391.56,398.8438
2023-03-10,385.91,398.934
2023-03-13,385.36,399.108
2023-03-14,391.73,399.2738
2023-03-15,389.28,399.41079999999994
2023-03-16,396.11,399.71659999999997
2023-03-17,389.99,399.8412
2023-03-20,393.74,400.12839999999994
2023-03-21,398.91,400.345
2023-03-22,392.11,400.43
2023-03-23,393.17,400.4818
2023-03-24,395.75,400.4864
2023-03-27,396.49,400.477
2023-03-28,395.6,400.41900000000004
2023-03-29,401.35,400.4906
2023-03-30,403.7,400.7348
2023-03-31,409.39,401.1498
2023-04-03,410.95,401.45120000000003
2023-04-04,408.67,401.61199999999997
2023-04-05,407.6,401.76
2023-04-06,409.19,401.9368
2023-04-10,409.61,402.034
2023-04-11,409.72,402.11480000000006
2023-04-12,408.05,402.264
2023-04-13,413.47,402.4038
2023-04-14,412.46,402.43700000000007
2023-04-17,413.94,402.38019999999995
2023-04-18,414.21,402.4174
2023-04-19,414.14,402.5036
2023-04-20,411.88,402.43739999999997
2023-04-21,412.2,402.46840000000003
2023-04-24,412.63,402.57920000000007
2023-04-25,406.08,402.54
2023-04-26,404.36,402.37059999999997
2023-04-27,412.41,402.366
2023-04-28,415.93,402.405
2023-05-01,415.51,402.5496
2023-05-02,410.84,402.62119999999993
2023-05-03,408.02,402.79979999999995
2023-05-04,405.13,402.93160000000006
2023-05-05,412.63,403.17100000000005
2023-05-08,412.74,403.4982
2023-05-09,410.93,403.7622
2023-05-10,412.85,404.094
2023-05-11,412.13,404.4418
2023-05-12,411.59,404.7174
2023-05-15,413.01,404.89380000000006
2023-05-16,410.25,405.0094
2023-05-17,415.23,405.34860000000003
2023-05-18,419.23,405.75480000000005
2023-05-19,418.62,406.296
2023-05-22,418.79,406.9536
2023-05-23,414.09,407.52819999999997
2023-05-24,411.09,407.91540000000003
2023-05-25,414.65,408.42280000000005
2023-05-26,420.02,408.901
2023-05-30,420.18,409.50479999999993
2023-05-31,417.85,409.987
2023-06-01,421.82,410.44520000000006
2023-06-02,427.92,411.1614
2023-06-05,427.1,411.84
2023-06-06,428.03,412.4856
2023-06-07,426.55,413.0868
2023-06-08,429.13,413.75739999999996
2023-06-09,429.9,414.32840000000004
2023-06-12,433.8,414.9304
2023-06-13,436.66,415.4758
2023-06-14,437.18,416.0004
2023-06-15,442.6,416.67900000000003
2023-06-16,439.46,417.3162
2023-06-20,437.18,417.876
2023-06-21,434.94,418.3826
2023-06-22,436.51,418.91839999999996
2023-06-23,433.21,419.42159999999996
2023-06-26,431.44,419.78100000000006
2023-06-27,436.17,420.25519999999995
2023-06-28,436.39,420.70419999999996
2023-06-29,438.11,421.1822
2023-06-30,443.28,421.765
2023-07-03,443.79,422.40319999999997
2023-07-05,443.13,423.0218
2023-07-06,439.66,423.56239999999997
2023-07-07,438.55,424.2118
2023-07-10,439.66,424.9178
2023-07-11,442.46,425.5188
2023-07-12,446.02,426.12059999999997
2023-07-13,449.56,426.8016
2023-07-14,449.28,427.5704
2023-07-17,450.84,428.4268
2023-07-18,454.19,429.408
2023-07-19,455.2,430.25939999999997
2023-07-20,452.18,431.0482
2023-07-21,452.18,431.8732
2023-07-24,454.2,432.7002
2023-07-25,455.44,433.5664
2023-07-26,455.51,434.44480000000004
2023-07-27,452.49,435.23439999999994
2023-07-28,456.92,436.1678
2023-07-31,457.79,437.019
2023-08-01,456.48,437.764
2023-08-02,450.13,438.39419999999996
2023-08-03,448.84,438.99519999999995
2023-08-04,446.81,439.64959999999996
2023-08-07,450.71,440.44199999999995
2023-08-08,448.75,441.12399999999997
2023-08-09,445.75,441.6386
2023-08-10,445.91,442.15319999999997
2023-08-11,445.65,442.7092
2023-08-14,448.11,443.235
2023-08-15,442.89,443.5344
2023-08-16,439.64,443.7852
2023-08-17,436.29,443.9504
2023-08-18,436.5,444.1494
2023-08-21,439.34,444.35360000000003
2023-08-22,438.15,444.51859999999994
2023-08-23,443.03,444.7032
2023-08-24,436.89,444.70779999999996
2023-08-25,439.97,444.7636
2023-08-28,442.76,444.7668
2023-08-29,449.16,444.9608
2023-08-30,451.01,445.23740000000004
2023-08-31,450.35,445.5456
2023-09-01,451.19,445.8392
2023-09-05,449.24,446.1598
2023-09-06,446.22,446.4554
2023-09-07,444.85,446.629
2023-09-08,445.52,446.81160000000006
2023-09-11,448.45,447.01840000000004
2023-09-12,445.99,447.0726
2023-09-13,446.51,447.12700000000007
2023-09-14,450.36,447.2716
2023-09-15,443.37,447.3458
2023-09-18,443.63,447.44739999999996
2023-09-19,442.71,447.50840000000005
2023-09-20,438.64,447.432
2023-09-21,431.39,447.1394
2023-09-22,430.42,446.75659999999993
2023-09-25,432.23,446.41560000000004
2023-09-26,425.88,445.9164
2023-09-27,426.05,445.35360000000003
2023-09-28,428.52,444.82
2023-09-29,427.48,444.3260000000001
2023-10-02,427.31,443.8286
2023-10-03,421.59,443.1764
2023-10-04,424.66,442.56080000000003
2023-10-05,424.5,441.94059999999996
2023-10-06,429.54,441.4816
2023-10-09,432.29,440.98900000000003
2023-10-10,434.54,440.52399999999994
2023-10-11,436.32,440.12080000000003
2023-10-12,433.66,439.79140000000007
2023-10-13,431.5,439.44460000000004
2023-10-16,436.04,439.2292
2023-10-17,436.02,438.9354
2023-10-18,430.21,438.5646
2023-10-19,426.43,438.1782
2023-10-20,421.19,437.6838
2023-10-23,420.46,437.18
2023-10-24,423.63,436.6904
2023-10-25,417.55,436.1836
2023-10-26,412.55,435.6418
2023-10-27,410.68,435.1296
2023-10-30,415.59,434.71139999999997
2023-10-31,418.2,434.28860000000003
2023-11-01,422.66,433.97880000000004
2023-11-02,430.76,433.73339999999996
2023-11-03,434.69,433.68940000000003
2023-11-06,435.69,433.6038
2023-11-07,436.93,433.48720000000003
2023-11-08,437.25,433.249
2023-11-09,433.84,432.9056
2023-11-10,440.61,432.7108
2023-11-13,440.19,432.49080000000004
2023-11-14,448.73,432.4806
2023-11-15,449.68,432.54979999999995
2023-11-16,450.23,432.6574
2023-11-17,450.79,432.76279999999997
2023-11-20,454.26,432.87899999999996
2023-11-21,453.27,433.02459999999996
2023-11-22,455.02,433.1948
2023-11-24,455.3,433.2936
2023-11-27,454.48,433.5158
2023-11-28,454.93,433.7418
2023-11-29,454.61,433.97979999999995
2023-11-30,456.4,434.335
2023-12-01,459.1,434.88919999999996
2023-12-04,456.69,435.41460000000006
2023-12-05,456.6,435.902
2023-12-06,454.76,436.4796
2023-12-07,458.23,437.1232
2023-12-08,460.2,437.7568
2023-12-11,461.99,438.44699999999995
2023-12-12,464.1,439.1828
2023-12-13,470.5,440.161
2023-12-14,472.01,441.108
2023-12-15,469.33,442.0046
2023-12-18,471.97,442.8532
2023-12-19,474.84,443.70419999999996
2023-12-20,468.26,444.3786
2023-12-21,472.7,445.10619999999994
2023-12-22,473.65,445.906
2023-12-26,475.65,446.78899999999993
2023-12-27,476.51,447.5984
2023-12-28,476.69,448.4118
2023-12-29,475.31,449.31380000000007
2024-01-02,472.65,450.2382
2024-01-03,468.79,451.19019999999995
2024-01-04,467.28,452.12660000000005
2024-01-05,467.92,453.01239999999996
2024-01-08,474.6,454.1534
2024-01-09,473.88,455.38
2024-01-10,476.56,456.6976
2024-01-11,476.35,457.9128
2024-01-12,476.68,459.0824
2024-01-16,474.93,460.1278
2024-01-17,472.29,460.95840000000004
2024-01-18,476.49,461.79439999999994
2024-01-19,482.43,462.7292
2024-01-22,483.45,463.6596
2024-01-23,484.86,464.6118
2024-01-24,485.39,465.64279999999997
2024-01-25,488.03,466.59119999999996
2024-01-26,487.41,467.5356
2024-01-29,491.27,468.3864
2024-01-30,490.89,469.2106
2024-01-31,482.88,469.8636
2024-02-01,489.2,470.6318
2024-02-02,494.35,471.4336
2024-02-05,492.55,472.21920000000006
2024-02-06,493.98,472.99840000000006
2024-02-07,498.1,473.8544
2024-02-08,498.32,474.73119999999994
2024-02-09,501.2,475.6566
2024-02-12,500.98,476.584
2024-02-13,494.08,477.3376
2024-02-14,498.57,478.12700000000007
2024-02-15,502.01,479.0334
2024-02-16,499.51,479.89160000000004
2024-02-20,496.76,480.7316
2024-02-21,497.21,481.5112
2024-02-22,507.5,482.4572
2024-02-23,507.85,483.37440000000004
2024-02-26,505.99,484.2122
2024-02-27,506.93,484.9408
2024-02-28,506.26,485.6258
